127.0.0.1 - - [09/Dec/2025:09:01:23 +0900] "GET / HTTP/1.1" 200 116
172.10.12.181 - - [09/Dec/2025:14:50:06 +0900] "GET /nexacroN/21.0.0.2000/RP_103797/quickview.html?screenid=Desktop_screen&formname=Base::RP_103797_RP_103760_Form_Work%20%281%29%20%282%29.xfdl HTTP/1.1" 200 3846
172.10.12.181 - - [09/Dec/2025:14:50:06 +0900] "GET /nexacroN/21.0.0.2000/RP_103797/nexacrolib/framework/Framework.js HTTP/1.1" 200 1355915
172.10.12.181 - - [09/Dec/2025:14:50:06 +0900] "GET /nexacroN/21.0.0.2000/RP_103797/nexacrolib/component/ListView.js HTTP/1.1" 200 499275
172.10.12.181 - - [09/Dec/2025:14:50:06 +0900] "GET /nexacroN/21.0.0.2000/RP_103797/nexacrolib/component/Grid.js HTTP/1.1" 200 627270
172.10.12.181 - - [09/Dec/2025:14:50:06 +0900] "GET /nexacroN/21.0.0.2000/RP_103797/nexacrolib/component/DeviceAPI.js HTTP/1.1" 200 164206
172.10.12.181 - - [09/Dec/2025:14:50:06 +0900] "GET /nexacroN/21.0.0.2000/RP_103797/nexacrolib/component/ComComp.js HTTP/1.1" 200 1489371
172.10.12.181 - - [09/Dec/2025:14:50:06 +0900] "GET /nexacroN/21.0.0.2000/RP_103797/nexacrolib/component/CompBase.js HTTP/1.1" 200 1471162
172.10.12.181 - - [09/Dec/2025:14:50:06 +0900] "GET /nexacroN/21.0.0.2000/RP_103797/environment.xml.js HTTP/1.1" 200 3905
172.10.12.181 - - [09/Dec/2025:14:50:06 +0900] "GET /favicon.ico HTTP/1.1" 200 21630
172.10.12.181 - - [09/Dec/2025:14:50:06 +0900] "GET /nexacroN/21.0.0.2000/RP_103797/Application_Desktop.xadl.quickview.js HTTP/1.1" 200 1847
172.10.12.181 - - [09/Dec/2025:14:50:06 +0900] "GET /nexacroN/21.0.0.2000/RP_103797/_resource_/_theme_/blue/theme_safari.css HTTP/1.1" 200 50970
172.10.12.181 - - [09/Dec/2025:14:50:06 +0900] "GET /nexacroN/21.0.0.2000/RP_103797/_resource_/_theme_/blue/theme.map.js HTTP/1.1" 200 149936
172.10.12.181 - - [09/Dec/2025:14:50:06 +0900] "GET /nexacroN/21.0.0.2000/RP_103797/Base/RP_103797_RP_103760_Form_Work%20(1)%20(2).xfdl.js HTTP/1.1" 200 5616
